time_s,tension_kN,opb_interlink_angle_deg,ipb_interlink_angle_deg,fairlead_x_m,fairlead_y_m,fairlead_z_m,line_length_m,fairlead_angle_in_plane_deg,fairlead_angle_out_of_plane_deg
28.5,1226.7698110964925,-0.6703921982629525,-0.4146962155585429,45.039064399902855,3.1582299590851615,-14.38906664244199,814.0111974891007,-1.6535245038749316,-2.673064970080211
29.0,1223.2850832283564,-0.6793758338346497,-0.35120720386685855,45.02241829040023,3.254884562614457,-14.200620792827443,814.0707749427712,-1.4003738055556652,-2.70888555631748
29.5,1217.7524872870429,-0.684681556303371,-0.2621211017114808,44.992934566337325,3.3242084937534173,-13.993208327369253,814.1471225066252,-1.0451594405771472,-2.7300411439106154
30.0,1210.4679732904963,-0.6859222119439681,-0.15359253230502465,44.95108212623596,3.362827108693725,-13.780992711362014,814.236534606608,-0.6124218313313914,-2.734988028945085
30.5,1201.8340020468388,-0.6828428802343206,-0.033136545075342604,44.897986256478255,3.3689555182447064,-13.578802415177954,814.3345107284093,-0.1321258482719386,-2.7227097629604216
31.0,1192.3342949286086,-0.6754410715451679,0.09089187350850694,44.83565225085168,3.3424983818246075,-13.401172212668689,814.4357592156495,0.3624145444563387,-2.6931964190201496
31.5,1182.5034801667102,-0.6640676908248409,0.20988093297496865,44.76702904703167,3.285055613757776,-13.26134739599606,814.5343674743593,0.8368614242182553,-2.647847165741747
32.0,1172.893542871456,-0.6494783733530589,0.3155668389580944,44.69586665630936,3.1998315912002946,-13.170310619926036,814.6241688223939,1.2582644385234352,-2.5896749591256087
32.5,1164.0391868200074,-0.6328146990845072,0.4006159169722753,44.62637344281095,3.0914524298763215,-13.135905801852788,814.6992814492232,1.597381915973783,-2.5232316382225495
33.0,1156.4242844256414,-0.6155101030656621,0.45914028941955304,44.56273219528945,2.965702872328143,-13.16213936541258,814.754742046462,1.8307370330084005,-2.454232760313143
33.5,1150.4515229281849,-0.5991326326781075,0.48710837180596545,44.50857310857885,2.8292002958710976,-13.248733220617462,814.7871203122253,1.9422545916869585,-2.3889306244814144
34.0,1146.4171540130676,-0.5851919882711296,0.48262046741899994,44.46651614358477,2.689027421612519,-13.390986770772441,814.7949913328351,1.9243599025229874,-2.3333448818054228
34.5,1144.492433397693,-0.5749476249546347,0.44603136923860226,44.43788020071746,2.55234700579081,-13.579979832472914,814.7791643623385,1.7784676369413348,-2.292497376728467
35.0,1144.7129165670517,-0.5692554516352509,0.37991436955982877,44.42261567573132,2.426021148255291,-13.803118210532148,814.7426141857449,1.514838322301232,-2.2698008878028877
35.5,1146.9762832082508,-0.5684824007447996,0.2888728312285003,44.41946118479277,2.3162553694944226,-14.04499182665597,814.6901234572981,1.1518270170290992,-2.2667184902739352
36.0,1151.0488270026297,-0.5725029135077724,0.17921542705791407,44.42626989045357,2.2282840973890963,-14.288484248824588,814.6277054388154,0.7145883878239474,-2.282749541733528
36.5,1156.5802029564084,-0.5807731391053838,0.05851891555165303,44.440411375631506,2.1661105136749046,-14.516044964296235,814.5619206894107,0.2333333586720086,-2.315725537571362
37.0,1163.1255055978704,-0.5924619750792114,-0.06489193282932054,44.45914243625972,2.1323104608169157,-14.71101551657395,814.4992169767544,-0.2587445870287668,-2.362332610361903
37.5,1170.1732907423852,-0.6066068992520047,-0.1825134707034533,44.47985778779131,2.127907537083501,-14.8588920537514,814.4454050608703,-0.7277387272245689,-2.418732880843428
38.0,1177.1777800690015,-0.6222592137482548,-0.2862446630940808,44.50017398842548,2.1523244381877773,-14.948413309143984,814.4053390400143,-1.1413476824040827,-2.4811435916020184
38.5,1183.5932249295583,-0.6385883100775132,-0.36894268209416,44.51785419954862,2.2034135857432675,-14.972384887682015,814.382811319732,-1.4710907466236824,-2.5462528448181265
39.0,1188.908270137463,-0.654926545489292,-0.42491478983075653,44.530631795838175,2.277567604883664,-14.92818399727303,814.3806156684296,-1.6942691799048624,-2.611398538436446
39.5,1192.6781584832852,-0.6707524629574896,-0.45031185931463863,44.5360229171201,2.369906930620301,-14.817925855968415,814.4006930188972,-1.7955352998805458,-2.6745014589555574
40.0,1194.5527523981712,-0.6856265204044704,-0.4433952048085156,44.53122308095876,2.4745377011097216,-14.648305319674922,814.4442638889212,-1.7679564185654428,-2.7338090135892554
40.5,1194.298612008868,-0.6991060724101217,-0.40465756000369046,44.51315999231018,2.584868437028571,-14.430148579003674,814.5118704442743,-1.6134972204729072,-2.7875562355468535
41.0,1191.813742285762,-0.7106717024648165,-0.3367899848978468,44.478730304604824,2.693969360283244,-14.177718675736235,814.6032937268938,-1.3428878099073012,-2.83367204750919
41.5,1187.1340826120615,-0.7196936091311736,-0.24449774032432017,44.4251943404956,2.7949542308872037,-13.907818793107303,814.717364494267,-0.9748895446846452,-2.8696452326620894
42.0,1180.4313309552233,-0.7254554964019291,-0.13417844091602688,44.35065390381506,2.8813619032824302,-13.638735462933317,814.8517339051916,-0.5350117305689857,-2.892619693082296
42.5,1172.0022392994686,-0.7272373663291429,-0.013484368390706585,44.254507250330526,2.9475139053778934,-13.389066245142946,815.0026989533825,-0.05376642640270796,-2.899724570042404
43.0,1162.2500528892742,-0.724442000412359,0.10920235380811734,44.13777057614058,2.988825490743098,-13.176485836706062,815.1651783806874,0.43542419999984533,-2.888578565166344
43.5,1151.6592594659971,-0.7167369146890653,0.22534764943516267,44.00317898414352,3.002050806298409,-13.016519059396595,815.3329067198146,0.8985320971154526,-2.857855960112514
44.0,1140.765235036595,-0.7041772806788471,0.3268582648943316,43.85502643868778,2.985447764644141,-12.921403301502567,815.4988640671934,1.3032869122494377,-2.8077767411169288
44.5,1130.1206933821766,-0.6872772211177718,0.40664874631877923,43.698762149341015,2.93885434980903,-12.899130407276406,815.6559003207489,1.621436707838002,-2.740390877555223
45.0,1120.2610473460527,-0.6670067618615371,0.45914182134386444,43.54041526717332,2.863674658737081,-12.95275429905651,815.7974606867377,1.8307431412734194,-2.659566168219888
45.5,1111.6708583170398,-0.6447075707046545,0.4806645596244376,43.385956570299214,2.762779167319228,-13.080034840881387,815.9182882524256,1.9165610817373364,-2.5706522654372588
46.0,1104.753481947708,-0.6219389480929144,0.4697095872646822,43.24071546020159,2.640328795821258,-13.273462911172414,816.0149777570971,1.8728801544548666,-2.479866591501736
46.5,1099.8058173153352,-0.6002819272596251,0.4270409270363184,43.10895092074539,2.5015358869941196,-13.520680323361256,816.0862830705528,1.7027467590003493,-2.3935132241806922
47.0,1096.9997460645895,-0.5811394967669038,0.3556366184667551,42.993631866267116,2.352377117615471,-13.80527500202772,816.133132260819,1.4180352775054048,-2.317186321026282
47.5,1096.3714277141626,-0.5655720363715327,0.26047354895520486,42.89642758484711,2.1992739209218173,-14.107899557519183,816.1583656509948,1.0385901285079264,-2.2551139503098563
48.0,1097.8191236773246,-0.554198686910332,0.14817223891030193,42.81785779682209,2.048755739372883,-14.40763222498725,816.1662685638802,0.5908094133490039,-2.2097648216714414
48.5,1101.109686655354,-0.5471798187339647,0.026529322815116906,42.7575180611805,1.907120954997726,-14.683475357545824,816.1620075147807,0.10578077083949508,-2.181778382240207
49.0,1105.8933075850614,-0.5442771291296069,-0.0960276090615922,42.71428873746611,1.780110104563541,-14.915871420881691,816.1510873687669,-0.38289234064507516,-2.170204443998489
49.5,1111.7255934686727,-0.5449708277568296,-0.21102437865967288,42.686455822067124,1.6726060995287573,-15.088113220595687,816.1389257969539,-0.8414207025226448,-2.1729704390459053
50.0,1118.0955887876273,-0.5486018039194057,-0.31052430109248363,42.67171322249883,1.588376373953415,-15.187536205092314,816.1305966770652,-1.23815825088612,-2.187448285316383
50.5,1124.457979744264,-0.5545030798799634,-0.38767346782165313,42.66706593454968,1.5298716205672775,-15.206405442434718,816.1307387659081,-1.5457762923683565,-2.2109785323714894
51.0,1130.267457752571,-0.5620899005489267,-0.43717134037797023,42.66869734233469,1.4980944034728736,-15.142443780605221,816.1435758022367,-1.7431399096160152,-2.2412295773822066
51.5,1135.0130829253676,-0.5708902698942168,-0.4556350360644227,42.671888588186185,1.4925479804696615,-14.99898344299827,816.1729633719505,-1.8167604831930342,-2.2763194234180277
52.0,1138.2504883052718,-0.5805146484149095,-0.4418319467325861,42.671076219200984,1.51127102501017,-14.784753318039956,816.222374973187,-1.7617232159524208,-2.31469485372452
52.5,1139.6299012606576,-0.5905806411312489,-0.39676382098167373,42.66010594841123,1.5509579558755817,-14.513333716042295,816.2947653847036,-1.5820223952625583,-2.3548311390047605
53.0,1138.9182212905657,-0.6006213070602581,-0.32359589705173414,42.63269232389873,1.6071579977435375,-14.202319385625149,816.3922962352719,-1.2902788235184544,-2.3948664384021217
53.5,1136.0137669401572,-0.6100106942175676,-0.22743616965113594,42.58303857562722,1.6745398506621112,-13.872234606146732,816.5159631548322,-0.9068596854183713,-2.4323048840847497
54.0,1130.9527651549854,-0.6179359819005892,-0.1149810172951422,42.506522345457874,1.7472038575211637,-13.545247766384112,816.6652102058791,-0.4584655524813802,-2.463905503749156
54.5,1123.9071752553414,-0.6234334054808268,0.0059471785232501975,42.40032456343511,1.8190205004189222,-13.243742178518355,816.8376414474807,0.023713275038857177,-2.4858254640889426
55.0,1115.1739841896529,-0.6254882615264934,0.12693802034319726,42.26387890780152,1.883973219308807,-12.988816000015623,817.0289332760201,0.506141891910321,-2.49401882273551
55.5,1105.1566456169423,-0.6231820675575934,0.23957031796376146,42.099049389360005,1.936484797439924,-12.798803285047608,817.233014780554,0.9552423588448822,-2.4848233005793006
56.0,1094.3398290006144,-0.6158565470689713,0.33599059657665575,41.909996940755846,1.9717094157324804,-12.687923508297033,817.4425255674392,1.3397003967416892,-2.455614141736942
56.5,1083.2590652526326,-0.6032576717412128,0.4094551694890998,41.702759197083125,1.9857762666118974,-12.665171571550987,817.6494965248825,1.632626801468631,-2.405378455241334
57.0,1072.4671961359077,-0.5856251404084182,0.4547998032044015,41.48462461620204,1.9759746590813554,-12.733550417059549,817.8461460065328,1.8134301465546194,-2.3350719958856603
57.5,1062.4997354646327,-0.5637032195512551,0.4688044266943529,41.263418033617754,1.940874326815321,-12.889724234721834,818.0256561184445,1.8692709939975785,-2.2476623886855944
58.0,1053.841318518391,-0.5386656913103527,0.45042587826562114,41.0468209366054,1.8803779106294647,-13.124135641054824,818.1827983873713,1.7959899293714414,-2.1478298729559007
58.5,1046.8953477097582,-0.5119669088620037,0.4008796909074393,40.84182584188264,1.7957053200985642,-13.421590390418142,818.314313438189,1.5984336657822298,-2.041373413153125
59.0,1041.9587417132127,-0.48514785283157447,0.3235623006184994,40.654378150037886,1.6893120576744067,-13.762272972815246,818.419005723415,1.2901448639511561,-1.934437384674107
59.5,1039.2033745943863,-0.4596361816910659,0.2238171364150184,40.48920449871742,1.5647458495670392,-14.123119395328715,818.4975769527877,0.8924294593595242,-1.8327143117764846
60.0,1038.665371121891,-0.43657990149010467,0.1085605893608364,40.3497794311295,1.4264482684227455,-14.479442188992904,818.5522746424216,0.4328652828950304,-1.7407816563768024
60.5,1040.2429308116912,-0.41674539821056833,-0.014204678966264692,40.23835494109178,1.2795105366594375,-14.806679903693851,818.5864621202545,-0.056638531674952586,-1.6616952409130685
61.0,1043.7028173629537,-0.40049467739357036,-0.13595274109263375,40.155976782828574,1.1293952987514224,-15.082132131230091,818.6042166735164,-0.5420864245477999,-1.5968984955645613
61.5,1048.6951056665705,-0.38783788226242394,-0.24823211747683835,40.102436153798195,0.9816386276553383,-15.286544191946485,818.6100345778666,-0.9897796832890756,-1.5464318645592898
62.0,1054.7752597145718,-0.3785400788887098,-0.34325527075682943,40.07614707194629,0.8415485486505813,-15.405423903924193,818.6086743476749,-1.3686669421764133,-1.5093585922846915
62.5,1061.4321541119389,-0.37224983727037636,-0.41443907634716887,40.073985493329566,0.7139175300757095,-15.430003879290268,818.6051166228638,-1.6524992088011836,-1.484277416568633
63.0,1068.1202784347133,-0.3686138776670797,-0.45686009044061854,40.091162176257356,0.60276633815043,-15.357800610502238,818.6045758054532,-1.821645161069563,-1.4697796997494603
63.5,1074.2941008555047,-0.36734774970294326,-0.46759465069632694,40.12121668319117,0.5111351337769857,-15.192758317139388,818.6124771086805,-1.864447235829828,-1.4647312485333788
64.0,1079.442431783671,-0.36824584637673025,-0.4459211703462635,40.15620955192412,0.4409346540261586,-14.944994067199318,818.6343191977434,-1.778028239228152,-1.46831224300895
64.5,1083.1206282674218,-0.37113171843289045,-0.3933704251440082,40.187155078879194,0.3928659714706628,-14.630177652050318,818.6753756075587,-1.5684918566214718,-1.4798191243859158
65.0,1084.9786155789257,-0.37576701913911614,-0.3136193515944283,40.20468598421784,0.36641211436071264,-14.268586670666886,818.7402390071451,-1.250499192649485,-1.498301529127058
65.5,1084.782965226266,-0.381749771868362,-0.21223474325100555,40.19988545908442,0.3598994062439873,-13.88387999615945,818.8322675143744,-0.8462468075974054,-1.5221566497365109
66.0,1082.4316420936798,-0.3884366644288031,-0.09628450504717118,40.16517545626586,0.3706214632869784,-13.501638300509818,818.9530363042554,-0.38391666590092494,-1.5488193977641869
66.5,1077.9604940382128,-0.39491875160765144,0.026155514337642637,40.09512494855514,0.39501499923922045,-13.147733440687956,819.1019175206603,0.10429027863322457,-1.5746655221905772
67.0,1071.5410761238745,-0.4000668373402575,0.14656313257878695,39.98704609701646,0.4288743090191971,-12.846609353491504,819.2758996806268,0.5843933992917821,-1.5951925624372498
67.5,1063.469946152091,-0.4026453429223031,0.2565594396634092,39.841280648890056,0.46759055777186687,-12.619580702373066,819.4697154122337,1.0229833412212095,-1.6054738768146868
68.0,1054.150104038282,-0.40147592869574433,0.3484852622962288,39.661136219355384,0.5064024729463898,-12.483273913991749,819.6762832588398,1.3895205666875696,-1.600811053749879
68.5,1044.0657412166202,-0.39561865620547154,0.41592588880264514,39.45249853837111,0.5406461824735429,-12.448340884788685,819.8874015525571,1.6584275986334498,-1.5774562623985908
69.0,1033.7518866118253,-0.3845322653512035,0.4541502193620758,39.22320437576573,0.565993207480988,-12.518564383896774,820.0945779848848,1.810840051057461,-1.5332513281616655
69.5,1023.7608563855886,-0.3681778813909553,0.46043654616469176,38.98229571801904,0.578666638324105,-12.690446502730886,820.2898519907741,1.835905617169491,-1.4680412451913474
70.0,1014.6276154971313,-0.3470418559692925,0.43426396781885185,38.73928035734311,0.5756262447972387,-12.95333160402404,820.4664751783533,1.7315472989578233,-1.3837652507693312
70.5,1006.8362274934666,-0.32207102185709957,0.3773559658472456,38.503497921210354,0.554713942573275,-13.290068897825277,820.6193549474043,1.5046371604124913,-1.2841986655496065
71.0,1000.7895005688425,-0.29453317345568575,0.29357114104578674,38.28364284475942,0.5147520713303184,-13.678172450634987,820.7452267341883,1.1705606589535034,-1.1743965853584437
71.5,996.7837371008982,-0.2658321353182389,0.18864566917388031,38.087441979988654,0.45558871614976526,-14.09139242715109,820.8425843987725,0.7521897351022716,-1.0599565011078615
72.0,994.9901732022921,-0.2373161421831811,0.06980245551699593,37.92144067123053,0.37808699105927585,-14.501574317218674,820.9114490191372,0.27832438854677405,-0.946254249599152
72.5,995.4442744697526,-0.21011820309512022,-0.05474753268510431,37.790829686951604,0.28405866765421417,-14.880656578198888,820.9530808244112,-0.2182956666233045,-0.8378074949635104
73.0,998.0435604802119,-0.1850579632636564,-0.17637697705655728,37.69925153719532,0.1761463630525658,-15.202645451179608,820.9697318824482,-0.7032705931246497,-0.7378844209646395
73.5,1002.5540946926535,-0.16261885093837422,-0.2866455575135664,37.64855500788256,0.05766214340168069,-15.445411625587452,820.9645021314553,-1.142946174797348,-0.6484126083871308
74.0,1008.6252319365428,-0.14299593896938712,-0.37789075652703313,37.63851063249908,-0.067606679593337,-15.592177074776414,820.9413098375267,-1.5067695393932872,-0.5701698741620332
74.5,1015.8116968147364,-0.12619331611126183,-0.44376340267503955,37.66654306584292,-0.19561193936057847,-15.632597856525468,820.9049352755748,-1.7694245394976578,-0.5031725214423844
75.0,1023.601605722034,-0.1121387460432499,-0.4796704197868941,37.72756536790263,-0.3222659237084915,-15.563392368673039,820.8610587512094,-1.9125971328996496,-0.4471325212519218
75.5,1031.448671722927,-0.10078066091700358,-0.48309495061718005,37.81400588894409,-0.44365677021202854,-15.388505389953089,820.8162018075028,-1.9262518165685762,-0.40184425632755966
76.0,1038.8065687092896,-0.09213886834095468,-0.4537729663810927,37.916098076123575,-0.5562463926765024,-15.118828866480923,820.7774971610436,-1.8093358245301578,-0.3673867058465279
76.5,1045.1632955849186,-0.0862942391466586,-0.39371481577456136,38.022461030333076,-0.657041224637077,-14.771517938168115,820.7522543952532,-1.5698650506009673,-0.3440823273008619
77.0,1050.0733812238016,-0.08332047948546172,-0.30706969366830195,38.12094325233843,-0.7437282315118665,-14.368947640960487,820.7473441380956,-1.2243836423586247,-0.3322250103446388
77.5,1053.1859066228146,-0.08317808080624904,-0.19984088292446264,38.199646067104744,-0.8147709547114426,-13.937358569209898,820.7684790828348,-0.7968285805225819,-0.33165722193335456
78.0,1054.2665834923014,-0.08560212246313438,-0.07946987976592249,38.24799962904207,-0.8694626750918586,-13.5052458858378,820.8195110829769,-0.31687145573769254,-0.3413226399615248
78.5,1053.2125019855744,-0.09001879428716042,0.045682378450454454,38.2577440436011,-0.9079360081092533,-13.101560123579931,820.9018780180126,0.18215003978605387,-0.35893330244795413
79.0,1050.0586208950685,-0.0955196525051448,0.1669202021990243,38.22367719840722,-0.9311302739601255,-12.753809997802431,821.0143166411426,0.6655634514438458,-0.3808669577708706
79.5,1044.9755924958138,-0.10090933143721048,0.27582087351094975,38.14406892434984,-0.9407197601074475,-12.486181760620383,821.1529106788898,1.0997847482554584,-0.40235730624242777
80.0,1038.2590586946174,-0.10482496238445417,0.3648206878948505,38.02070031644052,-0.9390074999780564,-12.317808501321133,821.311477591348,1.454655056695313,-0.4179701608489691
80.5,1030.3110910343466,-0.10590798774307077,0.4277371796153505,37.8585536699008,-0.9287904716172413,-12.261328795608993,821.4822288372949,1.7055229374585132,-0.4222885242716458
